Class,subClass,concept_id,concept_name,concept_label,concept_index,attribute_concept_id,attribute_concept_name,modifier_concept_id,modifier_concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,concept_symbol,concept_units,original_request,concept_group
CANCER TYPE,ICD10,45605332,C92.A Acute myeloid leukemia with multilineage dysplasia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45557045,"C92.A0 Acute myeloid leukemia with multilineage dysplasia, not having achieved remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45586068,"C92.A1 Acute myeloid leukemia with multilineage dysplasia, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45532963,"C92.A2 Acute myeloid leukemia with multilineage dysplasia, in relapse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567697,C92.Z Other myeloid leukemia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45537877,C92.Z0 Other myeloid leukemia not having achieved remission,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45542665,"C92.Z1 Other myeloid leukemia, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45586069,"C92.Z2 Other myeloid leukemia, in relapse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567699,C93 Monocytic leukemia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567700,C93.0 Acute monoblastic/monocytic leukemia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45581257,"C93.00 Acute monoblastic/monocytic leukemia, not having achieved remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45571574,"C93.01 Acute monoblastic/monocytic leukemia, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45537878,"C93.02 Acute monoblastic/monocytic leukemia, in relapse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567701,C93.1 Chronic myelomonocytic leukemia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45557046,C93.10 Chronic myelomonocytic leukemia not having achieved remission,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45566649,"C93.11 Chronic myelomonocytic leukemia, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45600567,"C93.12 Chronic myelomonocytic leukemia, in relapse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206437,"C93.20 Subacute monocytic leukemia, not in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206438,"C93.21 Subacute monocytic leukemia, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567702,C93.3 Juvenile myelomonocytic leukemia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45547559,"C93.30 Juvenile myelomonocytic leukemia, not having achieved remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45552315,"C93.31 Juvenile myelomonocytic leukemia, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45557047,"C93.32 Juvenile myelomonocytic leukemia, in relapse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206439,"C93.70 Other monocytic leukemia, not in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206440,"C93.71 Other monocytic leukemia, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567704,"C93.9 Monocytic leukemia, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45600569,"C93.90 Monocytic leukemia, unspecified, not having achieved remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45561881,"C93.91 Monocytic leukemia, unspecified in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45542666,"C93.92 Monocytic leukemia, unspecified in relapse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567703,C93.Z Other monocytic leukemia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45605334,"C93.Z0 Other monocytic leukemia, not having achieved remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45571575,"C93.Z1 Other monocytic leukemia, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45581259,"C93.Z2 Other monocytic leukemia, in relapse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567705,C94 Other leukemias of specified cell type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567706,C94.0 Acute erythroid leukemia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45590966,"C94.00 Acute erythroid leukemia, not having achieved remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45571577,"C94.01 Acute erythroid leukemia, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45566650,"C94.02 Acute erythroid leukemia, in relapse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206441,"C94.10 Chronic erythremia, not in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206442,"C94.11 Chronic erythremia, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567707,C94.2 Acute megakaryoblastic leukemia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45586070,C94.20 Acute megakaryoblastic leukemia not having achieved remission,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45571578,"C94.21 Acute megakaryoblastic leukemia, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45547560,"C94.22 Acute megakaryoblastic leukemia, in relapse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567708,C94.3 Mast cell leukemia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45605335,C94.30 Mast cell leukemia not having achieved remission,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45600570,"C94.31 Mast cell leukemia, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45532964,"C94.32 Mast cell leukemia, in relapse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567709,C94.4 Acute panmyelosis with myelofibrosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45595724,C94.40 Acute panmyelosis with myelofibrosis not having achieved remission,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45552316,"C94.41 Acute panmyelosis with myelofibrosis, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45581260,"C94.42 Acute panmyelosis with myelofibrosis, in relapse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206443,"C94.50 Acute myelofibrosis, not in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206444,"C94.51 Acute myelofibrosis, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,920124,"C94.6 Myelodysplastic disease, not classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206445,"C94.70 Other specified leukemias, not in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206446,"C94.71 Other specified leukemias, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567710,C94.8 Other specified leukemias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45542668,C94.80 Other specified leukemias not having achieved remission,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45566651,"C94.81 Other specified leukemias, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45586072,"C94.82 Other specified leukemias, in relapse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567711,C95 Leukemia of unspecified cell type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567712,C95.0 Acute leukemia of unspecified cell type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45571579,C95.00 Acute leukemia of unspecified cell type not having achieved remission,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45590967,"C95.01 Acute leukemia of unspecified cell type, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45552317,"C95.02 Acute leukemia of unspecified cell type, in relapse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567713,C95.1 Chronic leukemia of unspecified cell type,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45542669,C95.10 Chronic leukemia of unspecified cell type not having achieved remission,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45581261,"C95.11 Chronic leukemia of unspecified cell type, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45532965,"C95.12 Chronic leukemia of unspecified cell type, in relapse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206447,"C95.20 Subacute leukemia of unspecified cell type, not in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206448,"C95.21 Subacute leukemia of unspecified cell type, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206449,"C95.70 Other leukemia of unspecified cell type, not in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206450,"C95.71 Other leukemia of unspecified cell type, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567714,"C95.9 Leukemia, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45590968,"C95.90 Leukemia, unspecified not having achieved remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45595726,"C95.91 Leukemia, unspecified, in remission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45576371,"C95.92 Leukemia, unspecified, in relapse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567715,"C96 Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206451,C96.0 Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206452,C96.1 Malignant histiocytosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206453,C96.2 Malignant mast cell neoplasm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1326484,"C96.20 Malignant mast cell neoplasm, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1326485,C96.21 Aggressive systemic mastocytosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1326486,C96.22 Mast cell sarcoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1326487,C96.29 Other malignant mast cell neoplasm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206454,C96.3 True histiocytic lymphoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,920125,C96.4 Sarcoma of dendritic cells (accessory cells),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,920126,C96.5 Multifocal and unisystemic Langerhans-cell histiocytosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,920127,C96.6 Unifocal Langerhans-cell histiocytosis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206455,"C96.7 Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206456,"C96.9 Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45581266,C96.A Histiocytic sarcoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45581267,"C96.Z Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567716,"D00 Carcinoma in situ of oral cavity, esophagus and stomach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567717,"D00.0 Carcinoma in situ of lip, oral cavity and pharynx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45605336,"D00.00 Carcinoma in situ of oral cavity, unspecified site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45552318,D00.01 Carcinoma in situ of labial mucosa and vermilion border,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45571580,D00.02 Carcinoma in situ of buccal mucosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45581268,D00.03 Carcinoma in situ of gingiva and edentulous alveolar ridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45581269,D00.04 Carcinoma in situ of soft palate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45581270,D00.05 Carcinoma in situ of hard palate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45595728,D00.06 Carcinoma in situ of floor of mouth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45547562,D00.07 Carcinoma in situ of tongue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45547563,D00.08 Carcinoma in situ of pharynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206457,D00.1 Carcinoma in situ of esophagus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206458,D00.2 Carcinoma in situ of stomach,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567718,D01 Carcinoma in situ of other and unspecified digestive organs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206459,D01.0 Carcinoma in situ of colon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206460,D01.1 Carcinoma in situ of rectosigmoid junction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206461,D01.2 Carcinoma in situ of rectum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206462,D01.3 Carcinoma in situ of anus and anal canal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567719,D01.4 Carcinoma in situ of other and unspecified parts of intestine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45566655,D01.40 Carcinoma in situ of unspecified part of intestine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45600574,D01.49 Carcinoma in situ of other parts of intestine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206463,"D01.5 Carcinoma in situ of liver, gallbladder and bile ducts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206464,D01.7 Carcinoma in situ of other specified digestive organs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206465,"D01.9 Carcinoma in situ of digestive organ, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567720,D02 Carcinoma in situ of middle ear and respiratory system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206466,D02.0 Carcinoma in situ of larynx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206467,D02.1 Carcinoma in situ of trachea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567721,D02.2 Carcinoma in situ of bronchus and lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45537883,D02.20 Carcinoma in situ of unspecified bronchus and lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45542672,D02.21 Carcinoma in situ of right bronchus and lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45586077,D02.22 Carcinoma in situ of left bronchus and lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206468,D02.3 Carcinoma in situ of other parts of respiratory system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206469,"D02.4 Carcinoma in situ of respiratory system, unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567722,D03 Melanoma in situ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,35206470,D03.0 Melanoma in situ of lip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567723,"D03.1 Melanoma in situ of eyelid, including canthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45581272,"D03.10 Melanoma in situ of unspecified eyelid, including canthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45590970,"D03.11 Melanoma in situ of right eyelid, including canthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1595515,"D03.111 Melanoma in situ of right upper eyelid, including canthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1595516,"D03.112 Melanoma in situ of right lower eyelid, including canthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45542674,"D03.12 Melanoma in situ of left eyelid, including canthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1595517,"D03.121 Melanoma in situ of left upper eyelid, including canthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1595518,"D03.122 Melanoma in situ of left lower eyelid, including canthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567724,D03.2 Melanoma in situ of ear and external auricular canal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45547566,D03.20 Melanoma in situ of unspecified ear and external auricular canal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45600575,D03.21 Melanoma in situ of right ear and external auricular canal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45561885,D03.22 Melanoma in situ of left ear and external auricular canal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,1567725,D03.3 Melanoma in situ of other and unspecified parts of face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45547567,D03.30 Melanoma in situ of unspecified part of face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CANCER TYPE,ICD10,45557052,D03.39 Melanoma in situ of other parts of face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
